sku,name,description,price,images,terms,section
326488090-667-2,WASHED EFFECT BOMBER JACKET,"Technical fabric jacket with lightly padded interior that has undergone a special dyeing and washing process to give it a unique look. For this reason, the color may differ slightly from that seen in the photo.

Collar and long sleeves with ribbed elastic. Flap pockets at hip. Interior pocket. Rib elastic hem. Front zip closure.

Origins special collection.",139.0,"['https://static.zara.net/photos///2024/V/0/2/p/3918/404/667/2/w/1920/3918404667_2_1_1.jpg?ts=1707476594036', 'https://static.zara.net/photos///2024/V/0/2/p/3918/404/667/2/w/1920/3918404667_2_4_1.jpg?ts=1707476595365', 'https://static.zara.net/photos///2024/V/0/2/p/3918/404/667/2/w/1920/3918404667_1_1_1.jpg?ts=1707476593274', 'https://static.zara.net/photos///2024/V/0/2/p/3918/404/667/2/w/1920/3918404667_2_2_1.jpg?ts=1707476594036', 'https://static.zara.net/photos///2024/V/0/2/p/3918/404/667/2/w/1920/3918404667_2_3_1.jpg?ts=1707476593045', 'https://static.zara.net/photos///2024/V/0/2/p/3918/404/667/2/w/1920/3918404667_2_5_1.jpg?ts=1707476595702', 'https://static.zara.net/photos///2024/V/0/2/p/3918/404/667/2/w/1920/3918404667_2_6_1.jpg?ts=1707476594258', 'https://static.zara.net/photos///2024/V/0/2/p/3918/404/667/2/w/1920/3918404667_6_1_1.jpg?ts=1707396810061', 'https://static.zara.net/photos///2024/V/0/2/p/3918/404/667/2/w/1920/3918404667_6_2_1.jpg?ts=1707396809985', 'https://static.zara.net/photos///2024/V/0/2/p/3918/404/667/2/w/1920/3918404667_6_3_1.jpg?ts=1707396813233']",jackets,MAN
328244979-064-48,WOOL BLEND TEXTURED JACKET,Jacket made of wool blend fabric. Pointed lapel collar and long sleeves with buttoned cuffs. Welt pockets at chest and flap pockets at hip. Interior pocket. Back vents. Front double breasted button closure.,189.0,"['https://static.zara.net/photos///2024/V/0/2/p/4296/310/064/2/w/1920/4296310064_1_1_1.jpg?ts=1707215712444', 'https://static.zara.net/photos///2024/V/0/2/p/4296/310/064/2/w/1920/4296310064_2_1_1.jpg?ts=1707215713028', 'https://static.zara.net/photos///2024/V/0/2/p/4296/310/064/2/w/1920/4296310064_2_2_1.jpg?ts=1707215713372', 'https://static.zara.net/photos///2024/V/0/2/p/4296/310/064/2/w/1920/4296310064_2_3_1.jpg?ts=1707215710917', 'https://static.zara.net/photos///2024/V/0/2/p/4296/310/064/2/w/1920/4296310064_2_4_1.jpg?ts=1707215713410', 'https://static.zara.net/photos///2024/V/0/2/p/4296/310/064/2/w/1920/4296310064_2_5_1.jpg?ts=1707215713740', 'https://static.zara.net/photos///2024/V/0/2/p/4296/310/064/2/w/1920/4296310064_6_1_1.jpg?ts=1706778287589', 'https://static.zara.net/photos///2024/V/0/2/p/4296/310/064/2/w/1920/4296310064_6_2_1.jpg?ts=1706778287838', 'https://static.zara.net/photos///2024/V/0/2/p/4296/310/064/2/w/1920/4296310064_6_3_1.jpg?ts=1706778288312']",jackets,MAN
329801179-807-48,FLANNEL SUIT JACKET,"Regular fit blazer made of wool blend fabric.

Notched lapel collar and long sleeves with buttoned cuffs. Welt pocket at chest and double welt pockets at hip. Interior pocket. Back vents. Front button closure.

Origins special collection.",189.0,"['https://static.zara.net/photos///2024/V/0/2/p/4385/714/807/2/w/1920/4385714807_1_1_1.jpg?ts=1707476593019', 'https://static.zara.net/photos///2024/V/0/2/p/4385/714/807/2/w/1920/4385714807_2_1_1.jpg?ts=1707476593606', 'https://static.zara.net/photos///2024/V/0/2/p/4385/714/807/2/w/1920/4385714807_2_2_1.jpg?ts=1707476593645', 'https://static.zara.net/photos///2024/V/0/1/p/4385/714/807/2/w/1920/4385714807_2_3_1.jpg?ts=1707477095607', 'https://static.zara.net/photos///2024/V/0/2/p/4385/714/807/2/w/1920/4385714807_2_4_1.jpg?ts=1707467810431', 'https://static.zara.net/photos///2024/V/0/2/p/4385/714/807/2/w/1920/4385714807_2_5_1.jpg?ts=1707476593874', 'https://static.zara.net/photos///2024/V/0/2/p/4385/714/807/2/w/1920/4385714807_2_6_1.jpg?ts=1707476594310', 'https://static.zara.net/photos///2024/V/0/2/p/4385/714/807/2/w/1920/4385714807_6_1_1.jpg?ts=1707387431163', 'https://static.zara.net/photos///2024/V/0/2/p/4385/714/807/2/w/1920/4385714807_6_2_1.jpg?ts=1707387431396', 'https://static.zara.net/photos///2024/V/0/2/p/4385/714/807/2/w/1920/4385714807_6_3_1.jpg?ts=1707387437918']",jackets,MAN
276213846-500-2,COTTON JACKET,Lapel collar jacket with long sleeves with elastic cuffs. Patch pockets at hip. Elastic hem. Front snap button closure.,29.99,"['https://static.zara.net/photos///2023/I/0/2/p/0706/301/500/2/w/1920/0706301500_1_1_1.jpg?ts=1689697774375', 'https://static.zara.net/photos///2023/I/0/2/p/0706/301/500/2/w/1920/0706301500_2_1_1.jpg?ts=1689697775546', 'https://static.zara.net/photos///2023/I/0/2/p/0706/301/500/2/w/1920/0706301500_2_2_1.jpg?ts=1689697775565', 'https://static.zara.net/photos///2023/I/0/2/p/0706/301/500/2/w/1920/0706301500_2_3_1.jpg?ts=1689697774290', 'https://static.zara.net/photos///2023/I/0/2/p/0706/301/500/2/w/1920/0706301500_2_4_1.jpg?ts=1689697780445', 'https://static.zara.net/photos///2023/I/0/2/p/0706/301/500/2/w/1920/0706301500_2_5_1.jpg?ts=1689697780044', 'https://static.zara.net/photos///2023/I/0/2/p/0706/301/500/2/w/1920/0706301500_6_1_1.jpg?ts=1688455172898', 'https://static.zara.net/photos///2023/I/0/2/p/0706/301/500/2/w/1920/0706301500_6_2_1.jpg?ts=1688455174524', 'https://static.zara.net/photos///2023/I/0/2/p/0706/301/500/2/w/1920/0706301500_6_3_1.jpg?ts=1688455181344']",jackets,MAN
323661384-400-2,RELAXED FIT DENIM JACKET,"Relaxed fit jacket made of unwashed denim. This gives it a rigid appearance for the first few times it is worn that will soften over time as it is used.

Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip. Front zip closure.",89.9,"['https://static.zara.net/photos///2024/V/0/2/p/9794/410/400/2/w/1920/9794410400_1_1_1.jpg?ts=1706880002725', 'https://static.zara.net/photos///2024/V/0/2/p/9794/410/400/2/w/1920/9794410400_2_1_1.jpg?ts=1706880006943', 'https://static.zara.net/photos///2024/V/0/2/p/9794/410/400/2/w/1920/9794410400_2_2_1.jpg?ts=1706880006701', 'https://static.zara.net/photos///2024/V/0/2/p/9794/410/400/2/w/1920/9794410400_2_3_1.jpg?ts=1706880000701', 'https://static.zara.net/photos///2024/V/0/2/p/9794/410/400/2/w/1920/9794410400_2_4_1.jpg?ts=1706880007079', 'https://static.zara.net/photos///2024/V/0/2/p/9794/410/400/2/w/1920/9794410400_2_5_1.jpg?ts=1706880005145', 'https://static.zara.net/photos///2024/V/0/2/p/9794/410/400/2/w/1920/9794410400_6_1_1.jpg?ts=1706808639052', 'https://static.zara.net/photos///2024/V/0/2/p/9794/410/400/2/w/1920/9794410400_6_2_1.jpg?ts=1706808638843', 'https://static.zara.net/photos///2024/V/0/2/p/9794/410/400/2/w/1920/9794410400_6_3_1.jpg?ts=1706808639592']",jackets,MAN
323050745-798-97,CONTRAST JACQUARD JACKET,Full cut jacket with lapel collar and long sleeves. Front button closure.,89.9,"['https://static.zara.net/photos///2024/V/0/2/p/4087/423/798/2/w/1920/4087423798_1_1_1.jpg?ts=1706880002776', 'https://static.zara.net/photos///2024/V/0/2/p/4087/423/798/2/w/1920/4087423798_2_1_1.jpg?ts=1706880007621', 'https://static.zara.net/photos///2024/V/0/2/p/4087/423/798/2/w/1920/4087423798_2_2_1.jpg?ts=1706880007695', 'https://static.zara.net/photos///2024/V/0/2/p/4087/423/798/2/w/1920/4087423798_2_3_1.jpg?ts=1706880002257', 'https://static.zara.net/photos///2024/V/0/2/p/4087/423/798/2/w/1920/4087423798_2_4_1.jpg?ts=1706880007260', 'https://static.zara.net/photos///2024/V/0/2/p/4087/423/798/2/w/1920/4087423798_2_5_1.jpg?ts=1706880008300', 'https://static.zara.net/photos///2024/V/0/2/p/4087/423/798/2/w/1920/4087423798_6_1_1.jpg?ts=1706808638668', 'https://static.zara.net/photos///2024/V/0/2/p/4087/423/798/2/w/1920/4087423798_6_2_1.jpg?ts=1706808638669', 'https://static.zara.net/photos///2024/V/0/2/p/4087/423/798/2/w/1920/4087423798_6_3_1.jpg?ts=1706808639579']",jackets,MAN
319166635-401-2,CROPPED OVERSHIRT,Cropped overshirt made of contrast double faced fabric. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Adjustable hem with side elastics. Front button closure partially hidden by a flap.,69.9,"['https://static.zara.net/photos///2024/V/0/2/p/4432/403/401/2/w/1920/4432403401_1_1_1.jpg?ts=1707904526457', 'https://static.zara.net/photos///2024/V/0/2/p/4432/403/401/2/w/1920/4432403401_2_1_1.jpg?ts=1707904528544', 'https://static.zara.net/photos///2024/V/0/2/p/4432/403/401/2/w/1920/4432403401_2_2_1.jpg?ts=1707904527962', 'https://static.zara.net/photos///2024/V/0/2/p/4432/403/401/2/w/1920/4432403401_2_3_1.jpg?ts=1707904525219', 'https://static.zara.net/photos///2024/V/0/2/p/4432/403/401/2/w/1920/4432403401_2_4_1.jpg?ts=1707904528526', 'https://static.zara.net/photos///2024/V/0/2/p/4432/403/401/2/w/1920/4432403401_2_5_1.jpg?ts=1707904529561', 'https://static.zara.net/photos///2024/V/0/2/p/4432/403/401/2/w/1920/4432403401_6_1_1.jpg?ts=1707904477191', 'https://static.zara.net/photos///2024/V/0/2/p/4432/403/401/2/w/1920/4432403401_6_2_1.jpg?ts=1707904477236', 'https://static.zara.net/photos///2024/V/0/2/p/4432/403/401/2/w/1920/4432403401_6_3_1.jpg?ts=1707904241802']",jackets,MAN
311297489-800-2,CONTRASTING PATCHES HOODED JACKET,Varsity jacket with stretchy collar and contrasting hood. Long sleeves. Welt pockets at hip and interior pocket. Embroidered appliqué and contrast front and back patches. Rib trim. Front snap button closure.,109.0,"['https://static.zara.net/photos///2024/V/0/2/p/3833/400/800/2/w/1920/3833400800_1_1_1.jpg?ts=1704358320647', 'https://static.zara.net/photos///2024/V/0/2/p/3833/400/800/2/w/1920/3833400800_2_1_1.jpg?ts=1704358320202', 'https://static.zara.net/photos///2024/V/0/2/p/3833/400/800/2/w/1920/3833400800_2_2_1.jpg?ts=1704358320227', 'https://static.zara.net/photos///2024/V/0/2/p/3833/400/800/2/w/1920/3833400800_2_3_1.jpg?ts=1704358320162', 'https://static.zara.net/photos///2024/V/0/2/p/3833/400/800/2/w/1920/3833400800_2_4_1.jpg?ts=1704358320727', 'https://static.zara.net/photos///2024/V/0/2/p/3833/400/800/2/w/1920/3833400800_2_5_1.jpg?ts=1704358321322', 'https://static.zara.net/photos///2024/V/0/2/p/3833/400/800/2/w/1920/3833400800_2_6_1.jpg?ts=1704358321593', 'https://static.zara.net/photos///2024/V/0/2/p/3833/400/800/2/w/1920/3833400800_6_1_1.jpg?ts=1704357327113', 'https://static.zara.net/photos///2024/V/0/2/p/3833/400/800/2/w/1920/3833400800_6_2_1.jpg?ts=1704357327125', 'https://static.zara.net/photos///2024/V/0/2/p/3833/400/800/2/w/1920/3833400800_6_3_1.jpg?ts=1704357327948']",jackets,MAN
311292073-709-2,UTILITY POCKET JACKET,Cropped jacket. Lapel collar and long sleeves. Front utility pockets with zip closure. Washed effect. Elastic hem. Adjustable hem with side elastics. Front zip closure.,109.0,"['https://static.zara.net/photos///2024/V/0/2/p/5520/451/709/2/w/1920/5520451709_1_1_1.jpg?ts=1706270237513', 'https://static.zara.net/photos///2024/V/0/2/p/5520/451/709/2/w/1920/5520451709_2_1_1.jpg?ts=1706270237807', 'https://static.zara.net/photos///2024/V/0/2/p/5520/451/709/2/w/1920/5520451709_2_2_1.jpg?ts=1706270237507', 'https://static.zara.net/photos///2024/V/0/2/p/5520/451/709/2/w/1920/5520451709_2_3_1.jpg?ts=1706270237514', 'https://static.zara.net/photos///2024/V/0/2/p/5520/451/709/2/w/1920/5520451709_2_4_1.jpg?ts=1706270237746', 'https://static.zara.net/photos///2024/V/0/2/p/5520/451/709/2/w/1920/5520451709_2_5_1.jpg?ts=1706270237741', 'https://static.zara.net/photos///2024/V/0/2/p/5520/451/709/2/w/1920/5520451709_6_1_1.jpg?ts=1706119011025', 'https://static.zara.net/photos///2024/V/0/2/p/5520/451/709/2/w/1920/5520451709_6_2_1.jpg?ts=1706119011019', 'https://static.zara.net/photos///2024/V/0/2/p/5520/451/709/2/w/1920/5520451709_6_3_1.jpg?ts=1706119011217']",jackets,MAN
327778433-401-2,ZIPPERED DENIM JACKET,"Boxy fit jacket made of unwashed denim fabric. This gives it a rigid appearance for the first few times it is worn that will soften over time as it is used.

Lapel collar and long sleeves with buttoned cuffs. Front patch pockets with flaps. All-over contrasting topstitching details. Front zip closure.

Origins special collection.",109.0,"['https://static.zara.net/photos///2024/V/0/2/p/2553/420/401/2/w/1920/2553420401_1_1_1.jpg?ts=1707476593436', 'https://static.zara.net/photos///2024/V/0/2/p/2553/420/401/2/w/1920/2553420401_2_1_1.jpg?ts=1707476593831', 'https://static.zara.net/photos///2024/V/0/2/p/2553/420/401/2/w/1920/2553420401_2_2_1.jpg?ts=1707476594311', 'https://static.zara.net/photos///2024/V/0/2/p/2553/420/401/2/w/1920/2553420401_2_3_1.jpg?ts=1707476592970', 'https://static.zara.net/photos///2024/V/0/2/p/2553/420/401/2/w/1920/2553420401_2_4_1.jpg?ts=1707476595486', 'https://static.zara.net/photos///2024/V/0/2/p/2553/420/401/2/w/1920/2553420401_2_5_1.jpg?ts=1707476595301', 'https://static.zara.net/photos///2024/V/0/2/p/2553/420/401/2/w/1920/2553420401_2_6_1.jpg?ts=1707476595077', 'https://static.zara.net/photos///2024/V/0/2/p/2553/420/401/2/w/1920/2553420401_6_1_1.jpg?ts=1707387435908', 'https://static.zara.net/photos///2024/V/0/2/p/2553/420/401/2/w/1920/2553420401_6_2_1.jpg?ts=1707387436420', 'https://static.zara.net/photos///2024/V/0/2/p/2553/420/401/2/w/1920/2553420401_6_3_1.jpg?ts=1707387439660']",jackets,MAN
317019373-200-3,COMBINATION KNIT DENIM CARDIGAN,"Cotton knit cardigan. Lapel collar and long sleeves. Flap detail at chest. Matching tonal denim trim. Washed effect. Front snap button closure.

The item has a unique look due to its special washing process. For this reason, the color may differ slightly from that seen in the photo.",79.9,"['https://static.zara.net/photos///2024/V/0/2/p/9598/426/200/2/w/1920/9598426200_1_1_1.jpg?ts=1707472533014', 'https://static.zara.net/photos///2024/V/0/2/p/9598/426/200/2/w/1920/9598426200_2_1_1.jpg?ts=1707472533257', 'https://static.zara.net/photos///2024/V/0/2/p/9598/426/200/2/w/1920/9598426200_2_2_1.jpg?ts=1707472533190', 'https://static.zara.net/photos///2024/V/0/2/p/9598/426/200/2/w/1920/9598426200_2_3_1.jpg?ts=1707472532744', 'https://static.zara.net/photos///2024/V/0/2/p/9598/426/200/2/w/1920/9598426200_2_4_1.jpg?ts=1707472533568', 'https://static.zara.net/photos///2024/V/0/2/p/9598/426/200/2/w/1920/9598426200_6_1_1.jpg?ts=1707395646858', 'https://static.zara.net/photos///2024/V/0/2/p/9598/426/200/2/w/1920/9598426200_6_2_1.jpg?ts=1707395646828', 'https://static.zara.net/photos///2024/V/0/2/p/9598/426/200/2/w/1920/9598426200_6_3_1.jpg?ts=1707395647985']",jackets,MAN
311282324-800-2,RECCO® LOCATOR SKI JACKET SKI COLLECTION,"Jacket made of windproof and water repellent technical fabric. Ergonomic design to allow freedom of movement.

- High collar chin protection. Helmet compatible hood.
- Long sleeves with adjustable cuffs with adhesive straps. Interior elastic cuffs with thumbholes.
- Underarm zippers for ventilation.
- Front pockets with waterproof zipper closure. Lift ticket pocket at sleeve.
- Multifunction interior pockets.
- Integrated RECCO® reflector: the RECCO® reflector is a small transponder without batteries that lets you be found by professional mountain rescue teams in case of an avalanche.
- Interior anti-snow skirt with silicone band that improves the garment’s fit.
- Printed logo detail.

Zara Athleticz.",159.0,"['https://static.zara.net/photos///2024/V/0/2/p/8073/311/800/2/w/1920/8073311800_1_1_1.jpg?ts=1701176778721', 'https://static.zara.net/photos///2024/V/0/2/p/8073/311/800/2/w/1920/8073311800_2_1_1.jpg?ts=1701176776695', 'https://static.zara.net/photos///2024/V/0/2/p/8073/311/800/2/w/1920/8073311800_2_2_1.jpg?ts=1701176778653', 'https://static.zara.net/photos///2024/V/0/2/p/8073/311/800/2/w/1920/8073311800_2_3_1.jpg?ts=1701176777758', 'https://static.zara.net/photos///2024/V/0/2/p/8073/311/800/2/w/1920/8073311800_2_4_1.jpg?ts=1701176777968', 'https://static.zara.net/photos///2024/V/0/2/p/8073/311/800/2/w/1920/8073311800_2_5_1.jpg?ts=1701176777898', 'https://static.zara.net/photos///2024/V/0/2/p/8073/311/800/2/w/1920/8073311800_2_6_1.jpg?ts=1701176778096', 'https://static.zara.net/photos///2024/V/0/2/p/8073/311/800/2/w/1920/8073311800_2_7_1.jpg?ts=1701176522581', 'https://static.zara.net/photos///2024/V/0/2/p/8073/311/800/2/w/1920/8073311800_6_1_1.jpg?ts=1699868877617', 'https://static.zara.net/photos///2024/V/0/2/p/8073/311/800/2/w/1920/8073311800_6_2_1.jpg?ts=1699868877414', 'https://static.zara.net/photos///2024/V/0/2/p/8073/311/800/2/w/1920/8073311800_6_3_1.jpg?ts=1699868878070', 'https://static.zara.net/photos///2024/V/0/2/p/8073/311/800/2/w/1920/8073311800_6_4_1.jpg?ts=1699868877943', 'https://static.zara.net/photos///2024/V/0/2/p/8073/311/800/2/w/1920/8073311800_6_5_1.jpg?ts=1699868878328', 'https://static.zara.net/photos///2024/V/0/2/p/8073/311/800/2/w/1920/8073311800_6_6_1.jpg?ts=1699868878127']",jackets,MAN
311292572-401-2,LIGHTWEIGHT BOMBER JACKET,Lightweight jacket made of technical fabric. Round neck and long sleeves. Welt pockets at hip. Interior pocket. Rib trim. Front zip closure.,49.9,"['https://static.zara.net/photos///2024/V/0/2/p/4302/404/401/2/w/1920/4302404401_1_1_1.jpg?ts=1705480885648', 'https://static.zara.net/photos///2024/V/0/2/p/4302/404/401/2/w/1920/4302404401_2_1_1.jpg?ts=1705480887887', 'https://static.zara.net/photos///2024/V/0/2/p/4302/404/401/2/w/1920/4302404401_2_2_1.jpg?ts=1705480887696', 'https://static.zara.net/photos///2024/V/0/2/p/4302/404/401/2/w/1920/4302404401_2_3_1.jpg?ts=1705480885248', 'https://static.zara.net/photos///2024/V/0/2/p/4302/404/401/2/w/1920/4302404401_2_4_1.jpg?ts=1705480889367', 'https://static.zara.net/photos///2024/V/0/2/p/4302/404/401/2/w/1920/4302404401_6_1_1.jpg?ts=1705336374162', 'https://static.zara.net/photos///2024/V/0/2/p/4302/404/401/2/w/1920/4302404401_6_2_1.jpg?ts=1705336374281', 'https://static.zara.net/photos///2024/V/0/2/p/4302/404/401/2/w/1920/4302404401_6_3_1.jpg?ts=1705336374627']",jackets,MAN
336821611-706-2,WOOL BLEND JACKET,Lapel collar jacket with long sleeves with buttoned cuffs. Chest patch pockets and welt pockets at hip. Front button closure.,139.0,"['https://static.zara.net/photos///2024/V/0/2/p/5854/654/706/2/w/1920/5854654706_1_1_1.jpg?ts=1704890210474', 'https://static.zara.net/photos///2024/V/0/2/p/5854/654/706/2/w/1920/5854654706_2_1_1.jpg?ts=1704890210783', 'https://static.zara.net/photos///2024/V/0/2/p/5854/654/706/2/w/1920/5854654706_2_2_1.jpg?ts=1704890210046', 'https://static.zara.net/photos///2024/V/0/2/p/5854/654/706/2/w/1920/5854654706_2_3_1.jpg?ts=1704890209617', 'https://static.zara.net/photos///2024/V/0/2/p/5854/654/706/2/w/1920/5854654706_2_4_1.jpg?ts=1704890210743', 'https://static.zara.net/photos///2024/V/0/2/p/5854/654/706/2/w/1920/5854654706_2_5_1.jpg?ts=1704890210580', 'https://static.zara.net/photos///2024/V/0/2/p/5854/654/706/2/w/1920/5854654706_6_1_1.jpg?ts=1704881953016', 'https://static.zara.net/photos///2024/V/0/2/p/5854/654/706/2/w/1920/5854654706_6_2_1.jpg?ts=1704881953020', 'https://static.zara.net/photos///2024/V/0/2/p/5854/654/706/2/w/1920/5854654706_6_3_1.jpg?ts=1704881953331']",jackets,MAN
311307584-518-2,TECHNICAL PADDED JACKET,Jacket made of technical fabric with padded interior. High collar with foldable interior hood. Long sleeves with interior rib cuffs. Front pockets with hidden zip closure and interior pocket detail. Adjustable hem with side elastics. Front zip hidden by a snap button flap.,139.0,"['https://static.zara.net/photos///2024/V/0/2/p/6518/501/518/2/w/1920/6518501518_1_1_1.jpg?ts=1706109979140', 'https://static.zara.net/photos///2024/V/0/1/p/6518/501/518/2/w/1920/6518501518_2_1_1.jpg?ts=1706176415726', 'https://static.zara.net/photos///2024/V/0/2/p/6518/501/518/2/w/1920/6518501518_2_2_1.jpg?ts=1706109979670', 'https://static.zara.net/photos///2024/V/0/2/p/6518/501/518/2/w/1920/6518501518_2_3_1.jpg?ts=1706109979897', 'https://static.zara.net/photos///2024/V/0/2/p/6518/501/518/2/w/1920/6518501518_2_4_1.jpg?ts=1706109980272', 'https://static.zara.net/photos///2024/V/0/2/p/6518/501/518/2/w/1920/6518501518_2_5_1.jpg?ts=1706109979676', 'https://static.zara.net/photos///2024/V/0/2/p/6518/501/518/2/w/1920/6518501518_2_6_1.jpg?ts=1706109981403', 'https://static.zara.net/photos///2024/V/0/2/p/6518/501/518/2/w/1920/6518501518_2_7_1.jpg?ts=1706109980340', 'https://static.zara.net/photos///2024/V/0/2/p/6518/501/518/2/w/1920/6518501518_6_1_1.jpg?ts=1705501944703', 'https://static.zara.net/photos///2024/V/0/2/p/6518/501/518/2/w/1920/6518501518_6_2_1.jpg?ts=1705501944696', 'https://static.zara.net/photos///2024/V/0/2/p/6518/501/518/2/w/1920/6518501518_6_3_1.jpg?ts=1705501944903', 'https://static.zara.net/photos///2024/V/0/2/p/6518/501/518/2/w/1920/6518501518_6_4_1.jpg?ts=1705501945312', 'https://static.zara.net/photos///2024/V/0/2/p/6518/501/518/2/w/1920/6518501518_6_5_1.jpg?ts=1705501944901']",jackets,MAN
